task_id,contributor_id,label,seconds
558,119,1,25.02
559,38,1,37.14
559,185,0,1.36
559,28,0,32.26
559,124,0,34.68
559,58,1,30.5
560,90,0,37.57
560,7,1,24.82
560,172,0,4.16
560,4,1,25.68
560,137,1,33.95
561,140,0,23.56
561,126,0,29.25
561,8,0,28.22
561,68,0,25.86
561,13,0,21.85
562,3,0,16.21
562,35,0,31.74
562,0,1,29.57
562,133,1,29.0
562,1,0,28.9
563,177,0,0.88
563,135,0,36.43
563,197,1,12.03
563,136,0,28.48
563,125,0,34.12
564,66,0,34.73
564,168,0,4.3
564,95,1,20.58
564,195,0,16.57
564,93,1,35.06
565,35,0,30.5
565,50,0,23.76
565,149,0,25.96
565,199,1,8.67
565,148,0,33.68
566,125,0,40.45
566,133,0,31.01
566,155,1,34.67
566,95,0,32.76
566,69,1,21.82
567,82,1,24.07
567,10,0,24.88
567,78,0,18.3
567,7,1,23.8
567,93,0,27.22
568,179,1,1.56
568,192,0,11.39
568,133,1,28.86
568,158,1,32.48
568,134,1,34.06
569,149,0,24.22
569,140,1,23.03
569,66,0,29.68
569,17,1,23.66
569,136,0,19.84
570,29,1,34.0
570,193,0,14.62
570,188,1,1.26
570,155,0,33.19
570,103,0,23.61
571,188,1,2.22
571,163,0,5.83
571,51,1,32.43
571,5,1,30.43
571,131,0,42.09
572,143,0,36.73
572,133,1,35.31
572,129,0,36.71
572,164,0,4.75
572,75,0,29.94
573,10,0,30.77
573,142,1,33.42
573,17,0,26.96
573,37,0,27.49
573,143,0,37.21
574,73,1,30.99
574,184,0,1.72
574,8,1,23.1
574,157,0,28.73
574,12,0,28.88
575,49,0,20.94
575,39,0,19.62
575,64,0,20.19
575,155,0,25.67
575,185,1,2.44
576,65,1,30.53
576,158,1,34.87
576,194,0,11.91
576,150,1,35.25
576,157,0,32.0
577,185,1,1.75
577,68,1,42.28
577,130,0,25.94
577,140,1,35.57
577,99,1,36.89
578,83,1,26.61
578,103,1,26.65
578,184,1,1.88
578,163,0,7.2
578,188,0,0.77
579,159,0,33.61
579,160,0,5.98
579,119,0,31.08
579,116,0,33.02
579,104,0,27.71
580,75,1,32.23
580,157,1,36.92
580,118,0,34.49
580,177,1,2.5
580,172,0,2.49
581,11,1,26.03
581,10,1,37.41
581,177,1,1.69
581,12,1,33.44
581,180,1,1.08
582,161,0,5.95
582,72,0,40.09
582,10,0,34.75
582,193,0,11.66
582,12,1,29.62
583,90,0,25.47
583,110,1,32.1
583,162,0,5.87
583,115,0,27.88
583,123,1,32.02
584,111,1,43.46
584,167,0,4.06
584,123,0,24.73
584,188,1,1.92
584,20,0,41.44
585,186,1,1.65
585,133,1,37.95
585,198,0,13.71
585,58,0,36.32
585,78,0,40.95
586,57,0,26.96
586,167,0,11.04
586,155,1,30.02
586,89,1,30.6
586,100,0,31.17
587,178,0,1.46
587,19,1,33.31
587,99,0,35.92
587,16,0,27.95
587,171,0,7.23
588,30,1,30.71
588,72,1,30.57
588,166,0,6.37
588,51,0,21.45
588,199,1,12.85
589,142,1,30.49
589,13,1,28.86
589,107,1,38.12
589,92,0,23.53
589,112,0,30.06
590,185,1,1.91
590,192,0,14.39
590,3,1,21.18
590,146,1,17.74
590,189,1,2.38
591,115,1,36.72
591,114,1,29.27
591,183,1,2.02
591,191,1,14.19
591,113,1,26.57
592,23,0,34.07
592,197,1,14.23
592,15,1,25.63
592,52,0,30.36
592,175,1,1.57
593,90,0,35.31
593,171,0,4.28
593,177,1,2.24
593,56,1,26.03
593,122,0,42.21
594,0,0,19.05
594,36,0,25.77
594,77,0,19.98
594,100,0,19.91
594,31,0,25.23
595,146,1,18.81
595,73,1,16.13
595,7,1,22.99
595,57,1,18.54
595,176,0,1.61
596,87,0,20.26
596,133,1,36.86
596,125,1,28.3
596,77,1,23.99
596,8,1,25.12
597,64,1,30.21
597,166,0,4.18
597,15,0,30.78
597,46,1,26.47
597,97,1,28.21
598,103,1,27.47
598,138,1,46.47
598,182,1,1.21
598,21,0,34.08
598,141,1,27.65
599,148,1,28.09
599,155,1,20.72
599,95,1,26.0
599,115,1,31.72
599,112,1,14.53
600,55,1,25.92
600,182,1,2.6
600,26,1,32.45
600,24,1,17.51
600,57,1,25.67
601,199,0,14.81
601,193,0,10.78
601,171,0,7.04
601,15,0,34.96
601,194,0,8.87
602,45,0,43.1
602,164,0,5.0
602,34,0,24.5
602,20,0,34.13
602,27,1,31.12
603,165,0,5.74
603,138,0,23.31
603,40,0,34.05
603,73,0,21.63
603,71,0,28.72
604,192,1,8.7
604,47,1,40.67
604,32,1,41.35
604,183,1,1.47
604,182,1,1.32
605,84,1,30.11
605,104,1,37.2
605,180,0,1.78
605,128,1,31.65
605,181,1,0.83
606,40,0,20.5
606,171,0,7.75
606,59,0,19.05
606,32,1,20.2
606,127,0,23.87
607,166,0,5.13
607,36,0,22.59
607,72,1,27.08
607,106,1,29.21
607,131,1,26.31
608,26,1,24.69
608,175,0,1.81
608,114,1,19.75
608,2,0,20.13
608,195,0,9.71
609,56,1,38.18
609,165,0,5.19
609,164,0,8.02
609,92,1,41.18
609,167,0,7.0
610,28,1,33.33
610,29,1,31.03
610,128,0,27.13
610,179,0,2.0
610,192,1,13.85
611,110,0,23.94
611,55,0,23.33
611,134,0,34.69
611,121,1,20.94
611,178,0,1.81
612,16,0,27.0
612,15,1,24.07
612,76,1,29.77
612,52,1,26.88
612,21,0,19.75
613,101,0,26.56
613,24,0,28.98
613,98,0,26.59
613,143,0,23.9
613,121,0,30.85
614,191,1,9.12
614,49,1,37.03
614,62,1,18.69
614,12,1,20.81
614,47,1,22.57
615,34,0,41.45
615,32,0,36.98
615,63,1,41.09
615,15,0,41.97
615,160,0,6.31
616,156,0,43.54
616,198,1,12.67
616,164,0,8.7
616,155,0,38.13
616,197,1,10.11
617,177,0,0.51
617,95,0,28.64
617,108,1,31.79
617,22,0,32.96
617,138,0,30.07
618,162,0,6.92
618,194,1,8.98
618,95,0,23.99
618,110,0,34.52
618,135,0,26.3
619,97,0,24.23
619,138,0,25.9
619,24,0,37.64
619,98,0,30.4
619,53,1,31.45
620,147,0,31.51
620,140,0,43.48
620,52,0,22.82
620,42,0,38.33
620,193,0,17.87
621,8,0,20.3
621,195,0,11.97
621,171,0,6.6
621,151,0,26.52
621,156,0,22.93
622,126,1,39.9
622,46,1,30.83
622,10,1,39.34
622,80,0,35.39
622,35,0,42.56
623,119,0,38.26
623,120,1,33.47
623,81,0,29.61
623,47,0,40.23
623,106,1,39.4
624,105,1,21.42
624,186,1,2.18
624,126,1,13.68
624,70,0,20.5
624,93,1,19.46
625,149,1,18.88
625,199,0,12.95
625,74,0,22.46
625,20,0,30.8
625,48,1,25.28
626,57,1,23.69
626,35,0,31.79
626,104,0,32.41
626,179,0,2.26
626,52,0,41.79
627,138,1,35.71
627,19,1,23.45
627,117,0,39.37
627,157,1,41.02
627,81,0,32.58
628,22,1,25.45
628,85,0,24.77
628,43,0,23.83
628,165,0,2.01
628,170,0,9.33
629,169,0,6.55
629,158,1,27.51
629,159,0,39.76
629,153,1,28.3
629,94,0,33.8
630,59,1,14.53
630,13,1,27.2
630,92,1,26.97
630,87,0,20.52
630,55,0,21.71
631,129,1,32.72
631,154,0,28.2
631,0,0,29.22
631,56,0,29.63
631,178,0,0.91
632,137,0,25.61
632,106,0,25.09
632,24,0,38.93
632,152,0,24.62
632,30,0,26.97
633,181,1,1.45
633,180,1,1.78
633,88,0,24.33
633,97,0,16.22
633,139,1,19.14
634,70,0,31.9
634,194,1,11.02
634,136,0,36.12
634,31,0,37.0
634,28,0,29.82
635,178,1,2.02
635,134,1,18.74
635,85,1,26.54
635,181,1,1.24
635,162,0,4.6
636,78,1,28.27
636,128,0,19.76
636,174,0,4.78
636,38,0,20.97
636,33,0,27.66
637,160,0,5.71
637,87,0,19.74
637,38,0,18.32
637,91,1,21.3
637,42,0,17.95
638,7,1,32.56
638,150,1,29.34
638,71,0,18.6
638,164,0,9.15
638,14,1,29.13
639,141,1,34.38
639,80,1,30.47
639,72,0,33.3
639,180,0,0.46
639,155,1,27.32
640,183,0,1.58
640,87,1,37.31
640,51,1,33.3
640,196,0,14.13
640,92,0,29.03
641,136,1,27.2
641,105,1,19.31
641,43,1,27.98
641,86,1,24.92
641,35,1,20.07
642,173,0,8.14
642,66,0,23.46
642,36,1,21.16
642,63,1,17.18
642,106,1,35.69
643,159,0,31.85
643,70,1,30.78
643,189,0,0.94
643,197,0,10.76
643,121,1,27.79
644,191,1,5.61
644,43,1,24.08
644,42,1,24.5
644,163,0,4.27
644,136,1,24.04
645,28,0,38.07
645,163,0,9.31
645,53,0,41.79
645,122,0,32.76
645,189,1,1.58
646,91,0,25.85
646,28,0,31.87
646,99,0,31.2
646,153,1,37.37
646,73,0,33.25
647,149,1,31.7
647,101,0,24.95
647,43,1,28.35
647,154,1,35.6
647,111,1,39.34
648,86,1,25.84
648,159,0,24.52
648,109,1,29.22
648,107,0,34.96
648,176,1,1.39
649,164,0,8.14
649,137,0,33.69
649,57,0,36.27
649,112,1,31.45
649,53,0,25.63
650,74,0,31.47
650,46,0,46.89
650,82,0,34.13
650,1,1,29.06
650,11,0,40.85
651,78,0,32.94
651,43,1,47.1
651,57,0,43.42
651,191,1,6.74
651,34,0,32.85
652,59,1,27.01
652,92,0,24.06
652,185,0,1.53
652,153,0,32.23
652,85,1,26.56
653,13,1,21.16
653,175,1,1.91
653,173,0,5.9
653,194,1,14.46
653,25,0,28.94
654,184,0,2.63
654,89,1,27.32
654,189,0,1.34
654,119,0,28.11
654,95,1,17.99
655,175,0,0.99
655,161,0,1.12
655,7,1,33.18
655,32,0,34.35
655,29,1,28.74
656,181,0,2.14
656,110,0,39.98
656,125,1,34.91
656,81,1,29.99
656,35,0,40.29
657,30,1,28.21
657,79,1,29.79
657,165,0,8.22
657,173,0,4.89
657,34,0,16.78
658,112,0,27.57
658,198,0,9.65
658,111,0,21.89
658,118,1,27.61
658,184,0,1.28
659,174,0,4.59
659,178,1,1.91
659,99,1,30.88
659,32,0,26.92
659,29,0,33.58
660,17,1,18.05
660,39,0,24.9
660,160,0,3.83
660,198,0,6.93
660,73,0,23.63
661,81,0,45.9
661,7,0,38.43
661,27,0,38.83
661,92,1,39.73
661,143,1,51.06
662,98,0,33.77
662,152,0,29.25
662,198,0,6.76
662,184,1,1.15
662,123,0,20.52
663,82,1,27.51
663,152,0,35.05
663,168,0,5.43
663,169,0,2.96
663,183,0,1.52
664,84,1,35.55
664,183,0,1.53
664,130,1,44.25
664,196,1,14.37
664,18,0,42.26
665,9,1,45.86
665,111,0,38.66
665,183,0,1.38
665,165,0,6.78
665,105,1,36.77
666,20,0,18.64
666,107,1,23.23
666,101,1,19.02
666,21,1,23.72
666,72,0,26.3
667,23,0,30.23
667,148,1,22.07
667,175,1,1.43
667,4,1,37.13
667,178,1,0.69
668,192,0,11.95
668,29,1,27.97
668,63,1,31.3
668,126,1,21.02
668,178,0,0.97
669,188,1,0.48
669,122,1,38.31
669,9,0,33.6
669,168,0,5.92
669,19,0,36.25
670,188,0,1.91
670,108,0,25.46
670,166,0,2.82
670,123,1,27.7
670,132,0,23.17
671,26,1,31.11
671,136,1,19.35
671,23,1,18.04
671,152,0,30.15
671,79,1,26.86
672,54,1,25.58
672,14,1,26.31
672,97,1,31.59
672,125,1,25.92
672,88,1,27.64
673,174,0,5.2
673,150,0,26.39
673,79,0,10.56
673,71,0,23.57
673,13,0,16.42
674,91,1,25.15
674,89,1,29.18
674,56,1,22.5
674,86,0,32.68
674,8,1,26.81
675,104,1,26.69
675,23,1,36.77
675,130,1,32.68
675,102,1,30.73
675,165,0,6.54
676,87,0,33.45
676,173,0,2.35
676,66,0,26.39
676,153,1,26.38
676,115,0,29.84
677,7,0,40.72
677,6,1,24.97
677,24,0,36.4
677,54,0,39.89
677,196,1,9.24
678,30,1,28.59
678,95,0,27.47
678,71,1,10.19
678,73,1,25.58
678,162,0,8.67
679,169,0,7.05
679,95,0,36.5
679,56,1,25.84
679,106,0,34.72
679,43,1,38.2
680,36,1,25.61
680,150,1,25.36
680,38,1,36.72
680,46,1,9.86
680,48,1,23.38
681,184,1,1.82
681,162,0,6.63
681,155,0,30.31
681,63,0,23.83
681,179,0,1.8
682,190,0,13.68
682,129,0,23.89
682,74,1,28.25
682,48,0,32.4
682,80,0,30.27
683,6,0,31.01
683,149,0,23.97
683,21,0,32.11
683,123,0,30.91
683,154,1,24.85
684,199,1,9.45
684,187,0,2.26
684,178,1,1.77
684,83,1,23.98
684,98,1,29.14
685,39,0,25.72
685,153,0,20.3
685,14,1,33.2
685,64,1,35.89
685,93,1,34.05
686,31,0,33.57
686,34,1,25.0
686,62,0,29.51
686,87,1,34.14
686,147,0,22.08
687,150,1,28.97
687,197,1,7.77
687,151,1,32.45
687,46,1,23.33
687,109,1,31.27
688,69,0,26.74
688,163,0,6.96
688,142,0,27.84
688,22,1,32.7
688,99,0,22.76
689,6,1,40.59
689,81,1,35.95
689,4,0,40.22
689,195,0,10.75
689,27,0,40.47
690,87,0,31.41
690,52,0,32.35
690,158,0,27.95
690,58,1,14.55
690,79,0,26.29
691,124,1,26.72
691,71,1,33.13
691,111,0,25.48
691,45,1,27.81
691,25,1,31.69
692,127,0,35.79
692,141,1,44.48
692,175,0,1.1
692,41,1,39.05
692,70,1,35.01
693,156,0,26.13
693,102,0,37.76
693,135,1,25.25
693,197,0,12.62
693,30,1,31.52
694,27,1,28.26
694,47,0,24.3
694,173,0,7.7
694,170,0,4.33
694,162,0,6.04
695,161,0,9.56
695,36,0,15.33
695,150,0,26.83
695,103,0,24.54
695,8,0,26.01
696,85,0,25.34
696,24,1,22.44
696,10,0,27.59
696,26,1,22.61
696,137,1,24.91
697,52,1,36.14
697,78,0,36.88
697,117,1,34.61
697,135,1,25.94
697,16,1,35.43
698,104,0,28.7
698,139,0,31.94
698,38,1,22.39
698,191,1,9.58
698,145,0,31.91
699,32,1,39.32
699,105,0,18.03
699,126,0,24.6
699,118,0,19.64
699,104,0,26.25
700,26,1,36.14
700,74,1,24.15
700,170,0,8.05
700,67,1,26.0
700,10,0,28.96
701,31,1,30.53
701,50,1,19.76
701,180,0,1.99
701,142,1,31.28
701,5,1,22.87
702,58,0,31.08
702,83,0,21.3
702,97,1,35.43
702,94,1,23.41
702,3,0,26.0
703,76,1,48.5
703,43,0,40.11
703,102,1,39.13
703,42,0,36.93
703,191,1,19.17
704,46,0,34.39
704,157,0,29.05
704,150,0,37.57
704,60,1,32.78
704,34,1,28.59
705,63,1,40.35
705,86,0,39.13
705,58,0,37.35
705,52,1,28.22
705,45,0,44.54
706,15,0,30.02
706,182,1,2.13
706,54,1,19.13
706,188,0,1.48
706,162,0,5.91
707,127,0,21.17
707,43,1,23.54
707,91,1,22.33
707,30,0,21.55
707,142,1,26.45
708,92,0,22.53
708,82,0,22.22
708,135,1,28.7
708,37,0,31.17
708,66,0,23.23
709,182,1,2.48
709,22,0,36.62
709,16,0,33.75
709,138,1,30.32
709,61,0,36.49
710,6,0,20.45
710,190,1,14.26
710,19,1,29.4
710,7,0,21.93
710,63,1,23.43
711,88,0,28.6
711,14,1,28.5
711,53,1,37.43
711,58,0,31.25
711,16,0,27.15
712,105,1,20.4
712,172,0,6.48
712,173,0,6.66
712,165,0,7.92
712,132,0,27.67
713,170,0,5.95
713,178,1,2.54
713,59,0,33.31
713,72,1,32.54
713,62,1,34.97
714,61,1,28.23
714,37,1,32.25
714,128,1,28.76
714,51,1,25.8
714,46,1,29.52
715,115,0,35.65
715,22,1,19.08
715,32,1,25.62
715,190,1,13.33
715,54,1,29.76
716,14,1,21.48
716,127,0,24.65
716,0,0,22.5
716,39,1,21.56
716,36,1,29.58
717,158,0,35.21
717,137,0,38.35
717,43,1,34.94
717,10,0,32.55
717,6,0,36.43
718,8,0,36.62
718,199,0,11.06
718,67,1,32.92
718,38,0,21.28
718,165,0,4.06
719,112,1,33.14
719,3,1,27.92
719,55,1,26.26
719,163,0,6.17
719,62,1,21.03
720,94,0,17.75
720,158,0,15.25
720,102,0,23.98
720,138,0,32.5
720,185,0,0.82
721,91,0,29.93
721,155,1,31.8
721,100,1,36.38
721,150,1,34.5
721,177,1,1.35
722,67,0,28.03
722,189,1,1.56
722,130,1,34.08
722,165,0,6.02
722,42,1,31.16
723,64,0,26.55
723,103,0,33.75
723,113,1,23.48
723,173,0,4.79
723,22,1,21.01
724,100,0,32.19
724,65,1,27.91
724,23,0,25.48
724,123,0,34.97
724,95,1,34.01
725,57,0,32.81
725,16,0,20.84
725,13,1,27.91
725,135,0,37.57
725,171,0,3.94
726,11,1,20.73
726,92,1,19.74
726,107,0,23.11
726,108,0,29.9
726,136,0,33.25
727,140,0,24.87
727,172,0,3.5
727,166,0,4.74
727,69,0,31.59
727,71,0,27.35
728,145,0,32.31
728,55,0,33.5
728,5,1,22.68
728,174,0,5.9
728,100,0,30.88
729,54,1,16.32
729,191,1,12.92
729,127,1,27.2
729,165,0,3.25
729,135,0,26.81
730,187,0,1.62
730,104,1,29.51
730,126,0,23.71
730,162,0,3.27
730,82,1,32.33
731,119,1,37.37
731,191,0,12.32
731,104,0,45.45
731,141,1,48.46
731,132,1,50.94
732,196,0,11.15
732,197,0,14.68
732,144,1,26.63
732,148,1,25.94
732,174,0,2.13
733,43,0,32.18
733,161,0,7.1
733,180,0,1.73
733,148,1,39.82
733,176,1,0.99
734,82,1,25.88
734,170,0,6.95
734,25,0,33.3
734,6,0,23.48
734,8,0,20.78
735,0,1,22.83
735,95,0,21.89
735,30,1,24.64
735,193,0,19.4
735,72,1,26.63
736,159,1,26.52
736,9,1,27.42
736,7,0,23.23
736,19,1,36.04
736,195,1,11.33
737,192,0,6.06
737,125,0,38.56
737,92,0,30.3
737,179,1,1.41
737,97,0,27.4
738,152,0,27.75
738,136,1,38.56
738,103,1,40.12
738,120,0,35.15
738,11,0,38.05
739,36,0,24.12
739,84,0,28.34
739,160,0,8.64
739,173,0,5.89
739,147,1,25.58
740,31,0,32.49
740,132,1,28.67
740,75,1,39.13
740,195,0,11.32
740,198,0,11.9
741,149,0,23.33
741,34,0,13.74
741,3,1,22.31
741,152,1,23.2
741,51,1,31.32
742,9,1,31.53
742,160,0,6.75
742,56,1,33.82
742,5,1,21.23
742,171,0,5.29
743,140,0,16.99
743,151,0,26.34
743,148,0,18.72
743,37,0,32.99
743,193,0,11.97
744,112,0,31.19
744,183,0,0.99
744,27,1,25.45
744,129,0,37.16
744,70,1,29.5
745,194,1,11.17
745,108,0,24.11
745,19,0,25.79
745,90,1,21.42
745,163,0,5.61
746,15,1,18.01
746,154,1,19.5
746,125,1,11.61
746,147,1,16.41
746,49,1,34.02
747,24,0,28.72
747,139,0,25.8
747,151,0,24.74
747,8,0,26.39
747,66,0,18.46
748,73,0,29.49
748,39,0,38.98
748,2,0,30.71
748,156,1,23.6
748,104,0,27.32
749,188,0,0.3
749,151,0,30.88
749,144,0,31.1
749,100,0,23.45
749,102,1,32.66
750,66,0,21.34
750,89,1,10.12
750,103,1,24.29
750,197,1,12.68
750,185,1,1.24
751,123,0,35.5
751,81,0,36.09
751,99,0,35.38
751,65,0,42.87
751,77,0,31.34
752,109,0,33.68
752,199,0,13.81
752,54,0,26.18
752,92,0,27.3
752,173,0,7.61
753,16,0,21.8
753,197,1,12.65
753,62,1,35.02
753,81,1,35.29
753,179,1,1.29
754,45,1,27.11
754,131,1,25.35
754,15,0,28.56
754,88,1,16.33
754,77,1,33.73
755,81,1,32.7
755,48,0,36.26
755,185,1,1.56
755,122,0,28.13
755,127,0,27.04
756,113,1,33.73
756,184,1,0.59
756,96,1,22.98
756,31,1,24.64
756,187,1,1.18
757,58,0,29.86
757,45,0,14.81
757,112,0,29.19
757,52,1,31.35
757,44,0,28.7
758,192,0,16.88
758,170,0,6.81
758,50,0,27.43
758,103,0,23.12
758,17,0,15.83
759,107,1,19.4
759,176,0,1.63
759,143,0,32.09
759,5,1,28.62
759,68,1,29.46
760,136,0,23.46
760,144,0,17.21
760,43,1,24.76
760,91,0,22.16
760,10,1,22.85
761,126,1,16.4
761,144,1,30.97
761,134,1,24.09
761,132,1,20.99
761,128,1,11.02
762,109,1,22.65
762,127,0,24.3
762,123,0,24.21
762,15,1,23.66
762,14,1,22.06
763,137,0,23.13
763,45,0,23.01
763,108,1,17.16
763,133,1,17.8
763,154,1,24.27
764,37,1,23.77
764,187,1,1.63
764,21,0,27.12
764,132,0,31.45
764,165,0,5.56
765,188,1,0.74
765,151,1,19.59
765,161,0,5.51
765,64,0,22.34
765,43,1,32.84
766,42,1,27.81
766,47,1,39.0
766,71,1,30.86
766,12,1,36.24
766,188,0,1.02
767,86,0,31.6
767,43,1,22.87
767,21,0,34.83
767,61,0,32.56
767,53,0,26.7
768,70,0,32.05
768,199,1,10.18
768,27,0,31.06
768,64,1,34.27
768,49,1,31.31
769,72,0,30.94
769,100,0,27.78
769,48,0,21.56
769,102,0,28.33
769,120,0,30.29
770,49,1,28.41
770,169,0,7.19
770,0,1,33.77
770,77,1,17.58
770,8,0,13.87
771,91,1,20.69
771,175,1,1.75
771,166,0,5.39
771,24,1,29.87
771,154,1,33.06
772,100,0,28.45
772,107,0,30.56
772,112,1,30.01
772,60,0,31.5
772,111,0,33.39
773,87,0,24.53
773,135,1,28.17
773,181,1,0.74
773,126,1,25.12
773,61,0,23.57
774,78,1,36.05
774,119,0,28.78
774,156,1,17.25
774,77,1,23.26
774,26,0,18.96
775,72,1,28.03
775,140,1,23.61
775,182,1,0.93
775,119,1,27.31
775,135,0,32.38
776,127,1,41.23
776,139,0,31.9
776,55,1,40.35
776,158,0,44.0
776,163,0,4.47
777,122,0,24.31
777,190,0,19.65
777,127,1,34.11
777,40,1,32.41
777,10,0,23.37
778,105,0,31.75
778,75,0,24.76
778,158,0,34.32
778,73,0,35.62
778,191,0,15.39
779,178,0,1.76
779,41,1,28.49
779,168,0,7.73
779,39,1,23.94
779,153,1,36.49
780,191,1,15.0
780,50,1,12.92
780,92,1,18.95
780,48,1,18.68
780,168,0,8.63
781,107,1,33.27
781,108,0,38.7
781,149,1,30.31
781,26,1,34.15
781,46,1,32.26
782,59,0,19.89
782,11,0,20.84
782,67,0,28.76
782,29,0,23.13
782,153,1,22.97
783,24,0,36.97
783,72,0,20.94
783,10,0,28.59
783,188,0,1.54
783,152,0,32.98
784,81,0,34.81
784,181,0,1.35
784,148,0,26.45
784,132,0,26.87
784,137,0,22.49
785,130,1,33.07
785,149,0,40.41
785,29,1,37.46
785,141,1,30.72
785,123,1,31.84
786,28,0,30.49
786,185,1,2.4
786,81,0,26.24
786,126,1,32.51
786,136,1,30.58
787,5,1,26.27
787,69,1,16.89
787,0,1,24.41
787,74,1,24.48
787,37,1,18.93
788,173,0,7.66
788,149,1,28.57
788,24,0,13.42
788,69,1,25.81
788,80,1,21.43
789,116,1,19.38
789,11,0,19.36
789,63,0,31.59
789,174,0,7.48
789,167,0,4.54
790,177,0,1.95
790,59,0,19.31
790,43,0,13.55
790,47,0,23.35
790,58,1,17.68
791,14,0,27.1
791,125,0,21.33
791,137,0,24.62
791,34,0,11.91
791,197,1,15.27
792,53,1,20.79
792,17,1,32.0
792,184,1,0.97
792,155,1,32.32
792,151,1,36.02
793,4,1,36.99
793,73,1,26.94
793,93,1,28.59
793,136,1,29.37
793,172,0,6.19
794,186,0,2.01
794,142,0,15.72
794,167,0,9.53
794,16,0,28.05
794,159,0,24.77
795,37,0,26.4
795,34,1,35.29
795,198,1,9.87
795,7,0,32.27
795,55,0,32.95
796,47,1,34.39
796,193,0,11.03
796,59,0,25.77
796,13,1,24.94
796,93,1,31.87
797,41,0,29.99
797,141,0,23.14
797,191,1,12.17
797,49,0,28.92
797,21,0,25.3
798,148,1,32.16
798,77,1,29.11
798,122,0,33.59
798,199,0,15.73
798,93,1,35.21
799,151,0,24.54
799,142,1,24.14
799,93,1,26.09
799,111,0,19.05
799,164,0,6.38
800,36,0,25.87
800,145,0,30.85
800,2,0,27.65
800,29,0,33.15
800,10,0,33.98
801,189,0,2.12
801,131,0,38.42
801,90,0,33.45
801,104,1,26.72
801,41,0,27.1
802,119,1,27.96
802,165,0,3.15
802,90,1,19.09
802,12,1,26.24
802,127,0,24.78
803,54,1,20.73
803,107,1,19.76
803,185,0,1.73
803,89,1,17.62
803,182,0,2.17
804,198,1,16.01
804,76,1,20.22
804,34,1,18.79
804,122,1,15.79
804,67,1,14.41
805,101,1,27.56
805,135,1,14.59
805,119,0,20.59
805,1,0,23.94
805,186,1,1.53
806,136,1,24.19
806,12,0,22.93
806,53,1,23.5
806,17,1,28.6
806,70,1,31.48
807,137,0,20.95
807,31,0,24.35
807,11,1,21.24
807,157,1,29.53
807,193,0,7.65
808,74,0,24.28
808,161,0,4.67
808,42,1,28.01
808,91,0,33.33
808,167,0,7.94
809,57,1,30.94
809,166,0,7.09
809,44,1,17.58
809,34,1,19.08
809,102,0,30.01
810,122,0,18.73
810,30,0,16.69
810,196,1,13.87
810,190,1,9.35
810,95,0,23.83
811,186,0,1.87
811,48,0,19.13
811,42,1,26.69
811,134,1,23.31
811,154,1,24.05
812,118,1,26.1
812,52,1,15.7
812,85,1,15.45
812,42,1,23.91
812,142,1,22.03
813,174,0,5.86
813,140,0,39.12
813,120,0,30.1
813,157,1,24.04
813,44,0,28.25
814,120,1,35.49
814,188,1,0.83
814,138,0,34.2
814,58,1,26.3
814,134,1,32.84
815,161,0,5.96
815,16,1,27.68
815,74,1,36.94
815,165,0,6.77
815,42,1,19.94
816,9,0,30.68
816,3,0,30.68
816,147,0,36.94
816,167,0,5.94
816,154,0,35.51
817,47,0,23.58
817,16,1,31.13
817,117,0,20.52
817,17,1,30.28
817,178,1,0.93
818,69,1,25.4
818,59,1,28.27
818,111,0,37.49
818,112,0,25.88
818,128,0,21.09
819,148,1,34.54
819,118,1,32.24
819,25,1,32.03
819,53,1,38.49
819,175,1,1.64
820,32,0,27.99
820,63,0,31.42
820,80,0,35.62
820,143,0,36.34
820,83,1,27.27
821,29,1,23.78
821,53,1,21.01
821,79,1,24.38
821,119,1,25.8
821,98,1,13.77
822,34,0,24.34
822,50,0,25.05
822,195,1,10.34
822,115,0,20.83
822,75,0,16.33
823,27,1,24.48
823,138,1,31.35
823,6,1,24.65
823,193,0,11.94
823,11,0,26.08
824,135,1,32.59
824,115,1,23.44
824,66,0,32.11
824,12,1,19.42
824,190,1,13.03
825,63,0,30.61
825,159,0,30.35
825,131,1,28.99
825,103,0,35.79
825,72,0,30.16
826,48,1,28.76
826,170,0,7.04
826,13,0,27.52
826,58,1,27.41
826,55,1,36.98
827,12,0,31.98
827,197,1,12.89
827,181,0,1.35
827,52,0,23.7
827,191,1,10.33
828,20,1,30.04
828,188,0,1.2
828,170,0,8.05
828,21,1,34.16
828,117,0,22.08
829,84,0,35.3
829,180,1,1.63
829,113,0,40.16
829,185,1,1.41
829,90,0,43.89
830,54,0,20.87
830,79,0,22.83
830,134,0,24.06
830,22,0,26.21
830,114,0,24.94
831,198,1,9.86
831,191,1,10.97
831,6,1,29.72
831,69,0,23.85
831,139,0,31.73
832,117,0,31.93
832,110,0,23.34
832,69,0,34.6
832,0,0,34.14
832,40,0,33.39
833,75,0,31.79
833,56,0,23.57
833,15,1,24.94
833,138,0,30.11
833,159,0,32.19
834,9,1,28.77
834,125,1,27.37
834,156,1,27.69
834,19,1,28.66
834,66,1,17.41
835,11,1,24.43
835,83,0,27.0
835,42,1,20.33
835,156,1,28.39
835,56,1,23.46
836,102,1,37.54
836,97,1,26.26
836,149,0,32.5
836,62,1,24.86
836,160,0,5.97
837,193,0,14.08
837,150,0,31.6
837,124,1,26.54
837,136,0,34.71
837,141,1,33.4
838,198,1,12.29
838,122,0,36.99
